NameCorp,AfterEmerging,Assets1Before,Assets2Before,Assets3Before,AssetsBefore,AssetsCurrDollar,AssetsEmerging,AssetsPetCurrDollar,AssetsPetition,BondISIN,BondPriceDisp,BondPriceFile,BondPriceMoveDuring,CaseNum,CaseNumRefile,CaseNumTransfer,CeoFiling,CeoNotes,CeoReplaced,Chapter,CikBefore,CikEmerging,CityChange,CityDisposed,CityFiled,CityRefile,ClaimsAgent,ClaimsAgentFirm,ClaimsSecDiscloState,ClaimsUnsec,CommCred,CommCredAtty,CommCredAttyCol,CommCredAttySubstit,CommEquity,CommEquityAtty,CommEquityAttyCol,CommEquityAttySubstit,CommRetirees,CommRetireesName,CommRetireesRequest,CommonName,CPIndexAtConf,CPIndexAtFiling,Cusip6,Cusip9,Date10k1Before,Date10k2Before,Date10k3Before,Date10kBefore,Date10kBeforeLink,Date10kDuring,Date10kDuringLink,Date10kEmerging,Date10kEmergLink,Date10kSalesEmerge,Date363Sale,DateCeoBegin,DateCeoEnd,DateCommCred,DateCommCredBy,DateConfirmed,DateConvDismiss,DateDipLoan1FinOrd,DateDiscloState,DateDisposed,DateEffective,DateEmerging,DateFeeRev,DateFiled,DateJudgeAppt,DateRefile,DateTransferred,DateTurnEngage,DaysDocsAfter,DaysFiledTo363,DaysEmergeToRefile,DaysIn,DENYOther,DipAtty,DipAttyColDoc,DipAttyColDkt,DipFinAdvPetition,DipLoan1Lender,DipLoan1Total,DipLoan2Lender,DipLoan2Total,DipLoanAdditional,DipLoanDoc,DipLoan,Disposition,DistFiled,DistribComments,DistribEquity,DistribSecDiscloState,DistribUnsec,DistribUnsecPct,DktNumConf,DktOnPacer,DocsOnPacer,DocsPublic,EbitBefore,EbitCurrDollars,EbitdaBefore,EbitdaEmerging,EbitEmerging,Emerge,Emerg10k,EmplBefore,EmplEmerging,EmplUnionBefore,EmplUnionEmerging,Examiner,ExaminerName,ExaminerRequest,FeeReviewer,FilingRate,FirmEnd,FreshStartAccounting,GdpDisp,GdpFiling,GdpRefiling,GdpYear1AftDisp,GdpYear1BefFile,GdpYear2AftDisp,GdpYear2BefFile,GvkeyBefore,GvkeyEmerging,HeadCAtFiling,HeadCityPctPop,HeadCityPop,HeadCourtCity,HeadCourtCityToDE,HeadStAtFiling,HqToForum,HqToHqCtCity,IncomeBEBefore,IncomeBEEmerging,IncPublic,InterCompanyClaims,InterCompanyPct,InterCompanyDistrib,JudgeApptDist,JudgeDisposition,JudgeFiling,Liab1Before,Liab2Before,Liab3Before,LiabBefore,LiabCurrDollar,LiabEmerging,LiabPetCurrDollar,LiabPetition,MonthDisp,MonthFiled,MonthRefile,MonthsIn,Multiple363Sales,NameEmerging,NetIncomeBefore,NetIncomeEmerging,NumberFiling,Prepackaged,PrimaryKey,Prime1YearAftDisp,Prime1YearBefFile,Prime2YearAftDisp,Prime2YearBefFile,PrimeDisp,PrimeFiling,PrimeRefiling,ProfFees10k,ProfFees10kNotes,Refile,Refile5,Refile5RepRange,RelatedFilings,Sale,Sale363,SaleConf,SaleIntended,Sales1Before,Sales2Before,Sales3Before,SalesBefore,SalesCurrDollar,SalesEmerging,Shop,SICDescription,SICDivision,SICIndustryGroup,SICMajGroup,SICPrimary,SubCon,TortCause,TransferCity,TransferDist,Transferred,Trustee,TrusteeFor,TrusteeName,TrusteeRequest,TrusteeRequestor,TurnFirm,TurnOffice,TurnPerson,TurnRepRange,TurnType,UsPopFiling,Voluntary,YearConfirmed,YearDisposed,YearEmerged,YearFiled,YearsEmergeToRefile
Salant Corp. (1998),Acquired by Perry Ellis International 2/2003,233.4,,,233.4,358,121.803,377,245.321,,,,,98-10107,,,Michael Setola,,NoReplace,11,0000086346,0000086346,,New York,New York,,,,,,no,,,,no,,,,no,,,,166.2,163.9,794004,200,1/3/1998,,,1/3/1998,1/3/1998#http://edgar.sec.gov/Archives/edgar/data/86346/0000086346-98-000005-index.html#,1/2/1999,1/2/1999#http://edgar.sec.gov/Archives/edgar/data/86346/0000086346-99-000001-index.html#,1/1/2000,1/1/2000#http://edgar.sec.gov/Archives/edgar/data/86346/0000086346-00-000008-index.html#,12/30/2000,,12/29/1998,6/19/2003,,,4/16/1999,,1/20/1999,2/3/1999,4/16/1999,5/12/1999,4/16/1999,,12/29/1998,11/25/1985,,,,,,,108,NY,Fried Frank,"Fried, Frank, Harris, Shriver & Jacobson",,,,,,,,yes,yes,confirmed,NY SD,,,,,,200,yes,yes,no,2,3.070018304,10.914,6.097,0.551,yes,yes,3800,600,3200,,no,,no,no,31,continuing 2011-11-17,no information in 10-K,84.568,83.171,,89.114,79.223,90.009,75.927,009382,009382,New York,0.027374066,7551136,NY New York,106,NY,1,1,-10.722,-2.148,DE,,,,NY SD,Cornelius Blackshear,Cornelius Blackshear,191,,,191,293.186748,36.202,325.5693011,212.096,4,12,,3.6,,"Salant, Corporation",-18.088,20.6,,prenegotiated,117,9,8.5,8,8.25,7.75,7.75,,,Incoherent,,emerged no refile 5,yes,,no,no,no,no,396.832,418,486,396.832,609140751.8,208.303,No,,D: Manufacturing,"232 Men's And Boy's Furnishings, Work Clothing And",23 Apparel And Other Finished Products Made From Fabrics And Similar Materi,2320,,Not tort,,,no,no,,,no,no,,,,,,275850000,voluntary,1999,1999,1999,1998,
"Sambos Restaurants, Inc.",,422.732,,,422.732,1135,,1076,400.8,,,,,81-15593,,,Daniel R. Shaughnessy,,Replaced,11,,,,Los Angeles,Los Angeles,,,,,,yes,,,,no,,,,,,,,108,93.7,795872,100,1/1/1981,12/31/1979,12/31/1978,1/1/1981,,,,,,,,11/17/1979,2/8/1982,,,8/1/1985,,,,8/1/1985,,,,11/27/1981,4/28/1976,,,,,,,1343,OT,Stutman Treister,"Stutman, Treister & Glatt",,,,,,,,,,confirmed,CA CD,,,,,,,none,none,no,13.2,35.44249306,44.185,,,no,no,32000,,,,yes,,,no data,5,,,54.644,47.136,,56.349,46.569,58.04,46.617,009388,,Carpinteria,4.87428E-05,11185,CA Los Angeles,2383,CA,78,84,-11.621,,CA,,,,CA CD,Calvin K. Ashland,Calvin K. Ashland,368.971,,,368.971,990.7009173,,,,8,11,,44.76666667,,liquidated,-11.621,,1,free fall,655,8,17.75,8.25,14.75,9.5,16,,,,,not emerged 5,yes,,yes,no,yes,no,489.17,,,489.17,1313439722,,No,Eating Places,G: Retail Trade,581 Eating and Drinking Places,58 Eating and Drinking Places,5812,,Not tort,,,no,no,,,,,,,,,,229470000,voluntary,1985,1985,,1981,
Samson Resources Corporation,,5608.312,,,5608.312,5930,,,,,,,,15-11934,,,Randy L. Limbacher,,Replaced,11,0001548691,,,Wilmington,Wilmington,,yes,"Garden City Group, LLC",,,yes,White Case,White & Case LLP,,no,,,,no,,,,243.603,237.945,78999Z,937,12/31/2014,,,12/31/2014,12/31/2014#http://www.sec.gov/Archives/edgar/data/1548691/000119312515113983/0001193125-15-113983-index.htm#,,,,,,,4/18/2013,12/15/2015,9/30/2015,,2/13/2017,,,1/11/2017,2/13/2017,2/28/2017,2/13/2017,,9/16/2015,2/23/2006,,,,,,,516,DE,Kirkland Ellis,Kirkland & Ellis LLP,,,,,,,,no,no,confirmed,DE,,,,,,2019,yes,yes,yes,-2117.437,-2238.844018,-1633.945,,,yes,not as of 4/2/2018,997,,1,,,,,pending,25,,,117.231,114.626,,120.481,111.622,,108.293,170620,,Tulsa,0.001261271,398724,OK Tulsa,1138,OK,1140,1,-1420.581,,DE,,,,DE,Christopher S. Sontchi,Christopher S. Sontchi,5212.979,,,5212.979,5511.874428,,,,2,9,,17.2,,Samson Resources II,-1420.581,,9,prenegotiated,1043,4.5,3.25,,3.25,3.75,3.25,,,,,not emerged 5,no,,yes,no,yes,no,1177.696,,,1177.696,1245221296,,Yes,Crude Petroleum and Natural Gas,B: Mining,131 Crude Petroleum and Natural Gas,13 Oil And Gas Extraction,1311,,Not tort,,,no,,,,,,,,,,,316128839,voluntary,2017,2017,2017,2015,
"SandRidge Energy, Inc.",,2991.155,,,2991.155,3133,1081.392,7343,7011.255271,,,,,16-32488,,,James D. Bennett,,CEO still in office 12/4/2017,11,0001349436,0001349436,,Houston,Houston,,yes,Prime Clerk LLC,,,yes,Akin Gump,Akin Gump Strauss Hauer & Feld LLP,,no,,,,no,,,,241.428,240.229,80007P,307,12/31/2015,,,12/31/2015,12/31/2015#http://www.sec.gov/Archives/edgar/data/1349436/000134943616000213/0001349436-16-000213-index.htm#,,,12/31/2016,12/31/2016#https://www.sec.gov/Archives/edgar/data/1349436/000134943617000004/0001349436-17-000004-index.htm#,,,6/19/2013,9/9/9999,6/3/2016,,9/9/2016,,,7/14/2016,9/9/2016,10/4/2016,9/9/2016,,5/16/2016,9/30/2011,,,,,,,116,OT,Kirkland Ellis,Kirkland & Ellis LLP,,,,,,,,no,no,confirmed,TX SD,,,,,,878,yes,yes,yes,-4653.839,-4873.891355,-4282.067,-969.605,-1121.889,yes,yes,1165,509,1,1,,,,pending,43,,,116.363,115.568,,119.039,114.163,,110.279,176899,176899,Oklahoma City,0.001931545,610617,OK Oklahoma City,1238,OK,409,1,-3697.545,1106.815,DE,,,,TX SD,David R. Jones,David R. Jones,4178.888,,,4178.888,4376.482748,568.475,4187.102469,3998.058091,9,5,,3.866666667,,"SandRidge Energy, Inc.",-3697.545,1106.815,25,prenegotiated,1073,4.25,3.25,,3.25,3.5,3.5,,,,,not emerged 5,no,,yes,no,yes,no,768.709,,,768.709,805056674.6,,Yes,Crude Petroleum and Natural Gas,B: Mining,131 Crude Petroleum and Natural Gas,13 Oil And Gas Extraction,1311,,Not tort,,,no,,,,,,,,,,,316128839,voluntary,2016,2016,2016,2016,
Saxon Industries Inc.,Company acquired by Alco as a subsidiary; changed name to Unisource in 1994,,486.617,438.249,486.617,1290,,1333,503,,,,,82-10697,,,Stanley Lurie,,Replaced,11,,,,New York,New York,,,,,320.25,yes,Shea Gould,Shea & Gould,,yes,,,,,,,,106.4,94.9,805567,10,,12/31/1980,12/31/1979,12/31/1980,,,,9/30/1985,,,,7/1/1978,5/1/1982,,,3/21/1985,,,,3/21/1985,,3/21/1985,,4/15/1982,3/28/1980,,,,,,,1071,NY,Burns Summit,"Burns, Summit, Rovins & Feldisman",,,,,,,,,,confirmed,NY SD,,8160746,,132.065,0.412380952,,useless,none,no,36.31,96.26090917,50.065,59.679,52.383,yes,yes,7200,,,,yes,,,no data,13,,,53.351,46.614,,55.587,47.158,56.935,45.809,009436,011769,New York,0.030742571,7121824,NY New York,106,NY,1,1,5.373,26.767,DE,,,,NY SD,Burton R. Lifland,Edward J. Ryan,,361.968,310.972,361.968,959.6080631,,,,3,4,,35.7,,Paper Corporation of America,5.373,26.767,1,free fall,544,9,17,7.5,20,10.5,16.5,,,,,emerged no refile 5,yes,,no,no,no,,709.601,,,709.601,1881212818,,No,Printing and Writing Paper,F: Wholesale Trade,511 Paper And Paper Products,51 Wholesale Trade-non-durable Goods,5111,,Not tort,,,no,no,,,,,,,,,,231660000,voluntary,1985,1985,1985,1982,
"Sbarro, Inc.",,,490,,490,548,,527,471.006,US805844AE71,1.25,24.5,-23.25,11-11527,14-10557,,Nicholas McGrane,,Replaced,11,0000766004,,,New York,New York,New York,yes,"Epiq Bankruptcy Solutions, LLC",,,yes,Otterbourg Steindler,"Otterbourg, Steindler, Houston & Rosen, P .C.",,no,,,,no,,,,226.23,224.906,805844,933,,12/27/2009,,12/27/2009,12/27/2009#http://www.sec.gov/Archives/edgar/data/766004/000119312510068771/0001193125-10-068771-index.htm#,,,,,,,7/28/2010,1/31/2012,4/12/2011,,11/17/2011,,5/4/2011,8/10/2011,11/17/2011,11/28/2011,11/17/2011,,4/4/2011,3/5/2010,3/10/2014,,,,,844,227,NY,Kirkland Ellis,Kirkland & Ellis LLP,,"Rothschild, Inc.",Cantor Fitzgerald Securities,35,,,,yes,yes,confirmed,NY SD,,,,,,708,yes,yes,yes,9.724,10.8776187,26.34,,,yes,no,5300,,1,,no,,no,pending,23,,,105.716,104.115,109.212,107.039,103.142,109.313,100.618,009441,,Melville,6.27973E-05,19567,NY Central Islip,143,NY,30,14,-37.199,,NY,,,,NY SD,Shelley C. Chapman,Shelley C. Chapman,,475,,475,531.3522094,,544.2802883,486.557,11,4,3,7.566666667,,Sbarro Inc.,-37.199,,28,prenegotiated,919,3.25,3.25,3.25,3.25,3.25,3.25,3.25,,,Refiled,emerged refile 5,yes,,no,no,no,maybe,,339.285,,339.285,379536493.4,,Yes,Eating Places,G: Retail Trade,581 Eating and Drinking Places,58 Eating and Drinking Places,5812,,Not tort,,,no,no,,,no,no,none,no turnfirm,none,no,none,311590000,voluntary,2011,2011,2011,2011,2.312328
"School Specialty, Inc.",,463.521,,,463.521,506,339.619,540,494.522,,,,,13-10125,,,Michael P. Lavelle,,Replaced,11,0001055454,0001055454,,Wilmington,Wilmington,,yes,Kurtzman Carson Consultants LLC,,,yes,Brown Rudnick,Brown Rudnick LLP,,denied,,,,no,,,,232.945,230.28,807863,105,4/28/2012,,,4/28/2012,4/28/2012#http://edgar.sec.gov/Archives/edgar/data/1055454/000119312512297457/0001193125-12-297457-index.htm#,,,4/26/2014,4/26/2014#https://www.sec.gov/Archives/edgar/data/1055454/000119312514264326/0001193125-14-264326-index.htm#,,,1/12/2012,8/9/2013,2/5/2013,,5/24/2013,,2/26/2013,4/24/2013,5/24/2013,6/11/2013,5/24/2013,,1/28/2013,1/25/2001,,,1/7/2013,,,,116,DE,Paul Weiss,"Paul, Weiss, Rifkind, Wharton & Garrison LLP / Young Conaway Stargatt & Taylor, LLP",,,"Bayside Finance, LLC (""Bayside"" and, in its capacity as agent under the Bayside DIP Facility, the ""Bayside DIP Agent""); Wells Fargo Capital Finance, LLC (""Wells Fargo"") or an affiliate acting as administrative agent (in such capacity, the ""ABL DIP Agent""",318.124,,,,yes,yes,confirmed,DE,,,,,,1159,yes,yes,yes,8.047,8.791595605,37.697,27.06,5.201,yes,yes,1750,1450,1,1,,,,pending,26,,,107.501,107.202,,110.279,105.939,114.163,103.302,111491,111491,Greenville,3.26101E-05,10309,WI Milwaukee,685,WI,736,106,-134.017,58.583,WI,,,,DE; PA ED,Kevin J. Carey,Peter J. Walsh,395.575,,,395.575,432.1778839,236.562,431.0984634,394.587,5,1,,3.866666667,,"School Specialty, Inc.",-134.017,58.583,10,free fall,977,3.25,3.25,3.25,3.25,3.25,3.25,,,,,not emerged 5,no,,no,no,no,"yes, contract",731.991,,,731.991,799722736.3,,Yes,,F: Wholesale Trade,,50 Wholesale Trade-durable Goods,5000,,Not tort,,,no,,,,,,Alvarez & Marsal,Chief Restructuring Officer,Thomas E. Hill,,decide,316128839,voluntary,2013,2013,2013,2013,
Sea Containers Ltd.,,,2736,,2736,3411,,2086,1673,US811371AH69,39,68.5,-29.5,06-11156,,,Robert MacKenzie,,Replaced,11,0000088095,,,Wilmington,Wilmington,,yes,"BMC Group, Inc.",,,yes,Bingham McCutchen,Bingham McCutchen LLP,,no,,,,no,,,,212.425,201.8,811371,707,,12/31/2004,,12/31/2004,12/31/2004#http://edgar.sec.gov/Archives/edgar/data/88095/000104746905008477/0001047469-05-008477-index.htm#,,,,,,,1/4/2006,2/11/2009,10/27/2006,,11/24/2008,,7/3/2007,9/22/2008,11/24/2008,2/11/2009,11/24/2008,12/19/2006,10/15/2006,1/25/2001,,,1/27/2006,,,,771,DE,Sidley Austin,Sidley Austin LLP,,PricewaterhouseCooper,"Wells Fargo Bank Northwest, N.A.",170,,,,yes,yes,confirmed,DE,,,,,,2424,yes,yes,yes,44.294,55.22219461,168.316,,,yes,no,14500,,,,no,,no,fee auditor,14,,,102.064,103.292,,101.981,100.892,104.423,98.133,009532,,Hamilton,8.25793E-06,2464,Outside United States,,Bermuda,792,,-4.28,,Bermuda,,,,DE; PA ED,Kevin J. Carey,Kevin J. Carey,,1946,,1946,2426.116194,,1972.310287,1582,11,10,,25.7,,SeaCo Ltd.,-4.28,,3,free fall,407,3.25,6.75,3.25,4.75,4,8.25,,,No. No 10k for any years,,emerged no refile 5,yes,,no,no,no,no,,1742.717,,1742.717,2172679309,,Yes,,"E: Transportation, Communications, Electric, Gas",,44 Water Transportation,4400,,Not tort,,,no,no,,,no,no,AlixPartners,Chief Financial Officer / Chief Restructuring Officer,Laura Barlow,yes,manage (temps),298380000,voluntary,2008,2008,2008,2006,
"Seahawk Drilling, Inc.","Assets purchased by Hercules Offshore Inc., 4/2011",,625,,625,711,,574,504.897,,,,,11-20089,,,Randall D. Stilley,,NoReplace,11,0001452384,,,Corpus Christi,Corpus Christi,,yes,Kurtzman Carson Consultants LLC,,,yes,Heller Draper,"Heller, Draper, Hayden, Patrick & Horn, LLC",,yes,Akin Gump,Akin Gump Strauss Hauer & Feld LLP,,no,,,,226.889,221.309,81201R,107,,12/31/2009,,12/31/2009,12/31/2009#http://www.sec.gov/Archives/edgar/data/1452384/000119312510043259/0001193125-10-043259-index.htm#,,,,,,4/5/2011,8/4/2009,5/6/2011,2/24/2011,,9/28/2011,,3/11/2011,7/8/2011,9/28/2011,10/4/2011,,,2/11/2011,7/31/1987,,,,,53,,229,OT,Fulbright Jaworski,Fulbright & Jaworski L.L.P.,,,"D. E. Shaw Direct Capital Portfolios, L.L.C.",35,"Hayman Capital Master Fund, L.P.",14.25,,yes,yes,confirmed,TX SD,,,,,,1461,yes,yes,yes,-32.929,-37.43427177,27.358,,,no,no,600,,1,,,,,pending,23,,,104.468,103.302,,107.023,102.572,108.293,100.697,183380,,Houston,0.006887041,2145933,TX Houston,1318,TX,184,1,-44.592,,DE,,,,TX SD,Richard S. Schmidt,Richard S. Schmidt,,172,,172,195.5326534,,141.5042529,124.474,9,2,,7.633333333,,liquidated,-41.671,,8,free fall,819,3.25,3.25,3.25,3.25,3.25,3.25,,,,,not emerged 5,no,,yes,yes,,"yes, buyer",,291.144,,291.144,330977667.7,,Yes,Drilling Oil and Gas Wells,B: Mining,138 Oil And Gas Field Services,13 Oil And Gas Extraction,1381,,Not tort,,,no,,,,,,none,no turnfirm,none,no,none,311590000,voluntary,2011,2011,,2011,
"Seatrain Lines, Inc.",Filed Chapter 7; but bky was after three years,913.414,,,913.414,2614,,1633,570.5,,,,,81-10311,92-46393,,"Eugene V. Rose, President",End date within 3/30/1990 - 11/17/1992,NoData,11,,,,New York,New York,New York,,,39.7,300,yes,Fried Frank,"Fried, Frank, Harris, Shriver & Jacobson",,no,,,,,,,,112.1,87.9,812557,205,6/30/1980,6/30/1979,6/30/1978,6/30/1980,,,,6/30/1987,,,,2/10/1981,9/9/9998,2/20/1981,,3/30/1987,,,,3/30/1987,,3/30/1987,,2/11/1981,3/28/1980,11/17/1992,,,,,2059,2238,NY,Stroock Stroock,Stroock & Stroock & Lavan,,,,,,,,,,confirmed,NY SD,,0,39.7,1.44,0.0048,,some,none,no,17.54,50.20311172,46.042,16.201,12.433,yes,yes,1900,,,,no,,,no hits,5,,,56.935,47.537,66.623,59.338,46.767,61.792,46.114,009566,009566,New York,0.030926622,7096732,NY New York,106,NY,1,1,-30.127,-5.046,DE,,,,NY SD,Burton R. Lifland,Burton R. Lifland,924.399,,,924.399,2645.821338,,,,3,2,11,74.6,,"Seatrain Lines, Inc.",-35.258,-5.046,7,free fall,409,8.5,15.25,11.5,11.75,7.5,19.5,6,,,Refiled,emerged no refile 5,yes,,no,no,no,,74.53,,,74.53,213320291.7,,No,Deep Sea Domestic Transfer of Freight,"E: Transportation, Communications, Electric, Gas",442 Deep Sea Domestic Transfer of Freight,44 Water Transportation,4424,,Not tort,,,no,no,,,,,,,,,,229470000,involuntary,1987,1987,1987,1981,5.641095
Security Bank Corporation,,2846.054,,,2846.054,3324,,,,,,,,09-52409,,,Tony E. Collins,Chapter 7 at filing,NoReplace,7,0000925464,,,,Macon,,,,,,Chapter 7 at filing,,,,Chapter 7 at filing,,,,,,,,,215.4,814047,106,12/31/2008,,,12/31/2008,12/31/2008#http://edgar.sec.gov/Archives/edgar/data/925464/000119312509055629/0001193125-09-055629-index.htm#,,,,,,,12/16/2008,7/31/2009,,,,,,,,,,,7/31/2009,,,,,,,,,OT,Troutman Sanders,Troutman Sanders LLP,,,,,,,,not applicable,Chapter 7 at filing,Chapter 7 at filing,GA MD,,,,,,,yes,yes,yes,-103.803,-121.2422895,-100.037,,,no,no,405,,1,,,,,pending,91,,,,100.98,,,104.468,,105.125,062976,,Macon,0.000301167,92389,GA Macon,657,GA,1,1,-254.366,,GA,,,,,Chapter 7 at filing,John T. Laney III,2761,,,2761,3224.858254,,,,,7,,,,Chapter 7 at filing,-254.366,,,not applicable,614,,5,,8.25,,3.25,,,,,not emerged 5,no,,Chapter 7 at filing,Chapter 7 at filing,,yes,164.583,,,164.583,192233555.3,,No,State Commercial Banks,"H: Finance, Insurance, And Real Estate",602 Commercial Banks,60 Depository Institutions,6022,,Not tort,,,Chapter 7 at filing,,,,,,,,,,,306770000,voluntary,,,,2009,
Seitel Inc.,,398.136,,,398.136,545,263.482,520,379.406,no data,,,,03-12227,,,"Larry E. Lenig, Jr.",,Replaced,11,0000750813,0000750813,,Wilmington,Wilmington,,,,,,no,,,,yes,,,,no,,,,187.4,183.7,816074,405,12/31/2002,,,12/31/2002,12/31/2002#http://edgar.sec.gov/Archives/edgar/data/750813/000075081303000025/0000750813-03-000025-index.htm#,12/31/2003,12/31/2003#http://edgar.sec.gov/Archives/edgar/data/750813/000075081304000018/0000750813-04-000018-index.htm#,12/31/2004,12/31/2004#http://edgar.sec.gov/Archives/edgar/data/750813/000075081305000084/0000750813-05-000084-index.htm#,12/31/2005,,12/6/2002,2/17/2004,,,3/18/2004,,7/25/2003,,3/18/2004,7/2/2004,3/18/2004,,6/6/2003,10/28/1993,,,,,,,286,DE,Greenberg Traurig,"Greenberg Traurig, LLP",,,,,,,,yes,yes,confirmed,DE,,,,,,772,yes,yes,no,-53.235,-72.90847676,77.016,107.183,-1.958,yes,yes,153,145,1,1,no,,no,no,57,,no information in 10-K,95.999,94.516,,99.145,91.79,102.166,89.76,009589,009589,Houston,0.006796932,1971858,TX Houston,1318,TX,1316,1,-138.569,-92.242,DE,,,,DE,Peter J. Walsh,Peter J. Walsh,361,,,361,494.410822,279.311,473.2168955,345.525,3,6,,9.533333333,,"Seitel, Inc.",-212.44,-92.098,31,free fall,150,5.5,4.75,7.5,6.75,4,4,,14.364,Yes,,emerged no refile 5,yes,,yes,no,yes,invest for Control,149.795,,,149.795,205153099.9,149.178,Yes,Oil and Gas Field Exploration Services,B: Mining,138 Oil And Gas Field Services,13 Oil And Gas Extraction,1382,,Fraud?,,,no,no,,,no,no,,,,,,290110000,involuntary,2004,2004,2004,2003,
Servam Corp.,acquired by GE Capital 6/94,292.915,,,292.915,520,,493,278,,,,,92-53469,,,Robert H. Beeby,,Replaced,11,,,,Bridgeport,Bridgeport,,,,,,yes,,,,no,,,,no,,,,144.4,141.8,817912,108,3/28/1992,3/30/1991,3/31/1990,3/28/1992,,,,,,,,9/1/1992,1/4/1993,10/30/1992,,6/30/1993,,,,6/30/1993,,6/30/1993,,10/20/1992,3/30/1981,,,,3970,,,253,OT,Paul Weiss,"Paul, Weiss, Rifkind, et al.",,,,,,,,,,confirmed,CT,,,,,,739,yes,docs after date,no,-9.394,-16.66726144,20.05,,,yes,no,19000,,,,no,,no,no,32,,,67.173,66.623,,70.029,63.869,71.591,63.234,014559,,Stamford,0.000425165,109059,CT Bridgeport,159,CT,20,21,-62.794,,DE,,,,CT,Alan H. W. Shiff,Alan H. W. Shiff,549.822,,,549.822,975.5191632,,,,6,10,,8.433333333,,Servam/Service America Corp.,-62.794,,1,free fall,683,7.25,8,9,10,6,6,,,,,emerged no refile 5,yes,,,no,,,892.485,,,892.485,1583487420,,No,Automatic Merchandising Machine Operators,G: Retail Trade,596 Nonstore Retailers,59 Miscellaneous Retail,5962,,Not tort,,,no,no,,,no,no,,,,,,256510000,voluntary,1993,1993,1993,1992,
"Service Merchandise Company, Inc.",,1626.895,1951,2087,1626.895,2481,,2223,1457.931,,,,,99-02649,,,Sam Cusano,,NoReplace,11,0000089107,,,Nashville,Nashville,,,,,,yes,,,,no,,,,no,,,,183.5,165,817587,108,1/3/1999,,,1/3/1999,1/3/1999#http://edgar.sec.gov/Archives/edgar/data/89107/0000950144-99-004077-index.html#,1/2/2000,1/2/2000#http://edgar.sec.gov/Archives/edgar/data/89107/0000950144-00-003244-index.html#,,,,,3/24/1999,2/24/2002,4/8/1999,,5/13/2003,,4/27/1999,4/4/2003,5/13/2003,5/27/2003,,,3/15/1999,10/15/1981,,,,,,,1520,OT,Skadden Arps,"Skadden, Arps, Slate, Meagher & Flom / Bass Berry & Sims, PLC",,,,,,,,,yes,confirmed,TN MD,,,,,,8639,yes,yes,no,-11.888,-18.12653421,45.184,,,no,no,42700,,1,,no,,no,fee review committee,45,,,92.986,83.912,,96.617,79.972,99.586,76.511,009612,,Nashville,0.001852856,517021,TN Nashville,662,TN,1,1,-110.307,,TN,,,,TN MD,George C. Paine II,George C. Paine II,1401,,,1401,2136.210836,,1963.50711,1287.735,5,3,,50.66666667,,liquidated,-110.307,,,free fall,680,4,8.5,6,8.5,4.25,7.75,,,No. No 10k for any years,,not emerged 5,yes,,no,no,no,no,3169.525,3663,3955,3169.525,4832814883,,No,Miscellaneous General Merchandise Stores,G: Retail Trade,539 Miscellaneous General Merchandise Stores,53 General Merchandise Stores,5399,,Not tort,,,no,no,,,no,no,,,,,,279040000,involuntary,2003,2003,,1999,
"Seven Seas Petroleum, Inc.",,306.9,254,261,306.9,427,,,,,,,,02-45206,,,Robert A. Hefner,,NoReplace,11,0000947156,,,Houston,Houston,,,,,,yes,McClain Leppert,"McClain, Leppert & Maney, P.C.",,no,,,,no,,,,184.6,180.9,G80550,109,12/31/2001,,,12/31/2001,12/31/2001#http://edgar.sec.gov/Archives/edgar/data/947156/000095013402003031/0000950134-02-003031-index.htm#,,,,,,,5/21/1997,12/31/2002,2/4/2003,,8/4/2003,,,6/25/2003,8/4/2003,8/14/2003,,,12/20/2002,9/26/1997,,,,,,,227,OT,Floyd Isgur,,"Floyd, Isgur, Rios & Wahrlich, PC",,,,,,,,no,confirmed,TX SD,,,,,,223,yes,yes,no,0.162,0.225302687,4.848,,,not classified,not classified,72,,1,,no,,no,no,83,,,94.516,91.821,,97.336,90.074,100.377,89.717,064799,,Houston,0.006848496,1969833,TX Houston,1318,TX,1,1,-4.672,,Cayman Islands,,,,TX SD,Wesley W. Steen,Wesley W. Steen,199,,,199,276.7607076,,,,8,12,,7.566666667,,not classified,-4.672,,1,free fall,149,4.25,4.75,6.25,9.5,4,4.25,,,No. No 10k for any years,,not classified,yes,,no,no,no,no,17.484,6.4,5.3,17.484,24316001.06,,No,Oil and Gas Field Exploration Services,B: Mining,138 Oil And Gas Field Services,13 Oil And Gas Extraction,1382,,Fraud,,,no,yes,all,Ben Floyd,yes,Involuntary petitioners / Debtor,,,,,,287630000,involuntary,2003,2003,,2002,
